,Submission ID,What is your age?,Gender,Where do you typically drink coffee?
2080,NAB1kW,25-34 years old,Male, At the office
2081,PABJQ5,35-44 years old,Male, At home
2082,PABJQ5,35-44 years old,Male, At a cafe
2083,LdML8G,25-34 years old,Male, At home
2084,ylq5O0,55-64 years old,Female, At home
2085,ylq5O0,55-64 years old,Female, At the office
2086,9dJjAp,45-54 years old,Male, At home
2087,9dJjAp,45-54 years old,Male, At a cafe
2088,NAB1GW,25-34 years old,Male, At home
2089,GrBAGo,25-34 years old,Female, At home
2090,7d9rG9,25-34 years old,Female, At home
2091,7d9rG9,25-34 years old,Female, At the office
2092,7d9rG9,25-34 years old,Female, At a cafe
2093,24xGWV,55-64 years old,Male, At home
2094,5dqPRP,55-64 years old,Male, At home
2095,KMBK9M,25-34 years old,Male, At home
2096,kYRB26,35-44 years old,Male, At home
2097,kYRB26,35-44 years old,Male, At the office
2098,ZdRrry,35-44 years old,Female, At home
2099,ZdRrry,35-44 years old,Female, At a cafe
2100,g5N6ld,35-44 years old,Male, At home
2101,g5N6ld,35-44 years old,Male, At the office
2102,DVv6Qj,>65 years old,Male, At home
2103,aBrqW9,25-34 years old,Female, At home
2104,aBrqW9,25-34 years old,Female, At the office
2105,aBrqW9,25-34 years old,Female, At a cafe
2106,MAdpxX,35-44 years old,Male, At home
2107,MAdpxX,35-44 years old,Male, At the office
2108,rlrM9l,25-34 years old,Male, At home
2109,rlrM9l,25-34 years old,Male, At the office
2110,7d9r0P,35-44 years old,Female, At home
2111,7d9r0P,35-44 years old,Female, On the go
2112,7d9r0P,35-44 years old,Female, At a cafe
2113,BGbWRN,25-34 years old,Male, At home
2114,BGbWRN,25-34 years old,Male, On the go
2115,BGbWNA,>65 years old,Male, At home
2116,xdN5Wo,35-44 years old,Male, At home
2117,xdN5Wo,35-44 years old,Male, At the office
2118,xdN5Wo,35-44 years old,Male, On the go
2119,xdN5Wo,35-44 years old,Male, At a cafe
2120,9dJjb1,55-64 years old,Male, At home
2121,bl4Q1g,25-34 years old,Male, At home
2122,9dJjeG,18-24 years old,Male, At home
2123,9dJjeG,18-24 years old,Male, On the go
2124,J2kvPd,35-44 years old,Male, At home
2125,J2kvPd,35-44 years old,Male, At a cafe
2126,EPb7oX,25-34 years old,Male, At home
2127,EPb7oX,25-34 years old,Male, At the office
2128,RzByAl,35-44 years old,Male, At home
2129,PABJKd,55-64 years old,Female, At home
2130,42NVZb,45-54 years old,Female, At home
2131,42NVZb,45-54 years old,Female, At the office
2132,42NVZb,45-54 years old,Female, On the go
2133,42NVZb,45-54 years old,Female, At a cafe
2134,QABlZg,55-64 years old,Male, At home
2135,kYRBBM,25-34 years old,Male, At home
2136,qbE1r2,25-34 years old,Female, At a cafe
2137,vNx55Q,55-64 years old,Male, At home
2138,vNx55Q,55-64 years old,Male, At the office
2139,YZzll5,25-34 years old,Male, At home
2140,YZzll5,25-34 years old,Male, At a cafe
2141,QABlQp,25-34 years old,Male, At home
2142,QABlQp,25-34 years old,Male, At a cafe
2143,jB9ARE,25-34 years old,Male, At home
2144,jB9ARE,25-34 years old,Male, At the office
2145,EPb7Ro,25-34 years old,Male, At home
2146,RzBy7P,25-34 years old,Female, On the go
2147,pLPpjE,35-44 years old,Male, At home
2148,BGbWMA,25-34 years old,Male, At home
2149,BGbWMA,25-34 years old,Male, At the office
2150,zKQ5P8,25-34 years old,Male, At home
2151,24xGqb,35-44 years old,Male, At home
2152,24xGqb,35-44 years old,Male, At the office
2153,MAdpog,18-24 years old,Male, At home
2154,MAdpog,18-24 years old,Male, At the office
2155,MAdpog,18-24 years old,Male, On the go
2156,MAdpog,18-24 years old,Male, At a cafe
2157,YZzAPv,35-44 years old,Female, At the office
2158,NAB1Kb,25-34 years old,Male, At home
2159,NAB1Kb,25-34 years old,Male, At the office
2160,qbE1xk,18-24 years old,Female, At a cafe
2161,PABqjP,25-34 years old,Male, At home
2162,PABqjP,25-34 years old,Male, At the office
2163,rlrMx5,25-34 years old,Female, At home
2164,oAVj6M,25-34 years old,Male, At home
2165,oAVj6M,25-34 years old,Male, At the office
2166,oAVj6M,25-34 years old,Male, On the go
2167,oAVj6M,25-34 years old,Male, At a cafe
2168,rlrZ5X,45-54 years old,Male, At home
2169,aBrMNW,25-34 years old,Male, At home
2170,ZdRrpv,25-34 years old,Male, At home
2171,0EjWQP,35-44 years old,Male, At home
2172,24x6Eg,25-34 years old,Male, At home
2173,24x6XM,25-34 years old,Male, At home
2174,24x6XM,25-34 years old,Male, At the office
2175,5dqAXv,18-24 years old,Male, At home
2176,5dqAXv,18-24 years old,Male, At a cafe
2177,bl4Jq7,35-44 years old,Female, At home
2178,bl4Jq7,35-44 years old,Female, At a cafe
2179,OABMpA,35-44 years old,Female, At home
2180,qbElGO,25-34 years old,Female, At home
2181,qbElGO,25-34 years old,Female, At the office
2182,qbElGO,25-34 years old,Female, At a cafe
2183,WAp79L,25-34 years old,Male, At home
2184,PABq11,25-34 years old,Male, At home
2185,eBxWdo,35-44 years old,Male, At home
2186,QABlgk,25-34 years old,Female, At home
2187,NABZrp,25-34 years old,Male, At home
2188,8dp4vo,25-34 years old,Male, At home
2189,8dp4vo,25-34 years old,Male, At the office
2190,8dp4vo,25-34 years old,Male, At a cafe
2191,oAVL4M,35-44 years old,Male, At home
2192,8dplLl,25-34 years old,Female, At home
2193,MAdxD8,25-34 years old,Female, At home
2194,VZ16pN,35-44 years old,Male, At home
2195,VZ16pN,35-44 years old,Male, At the office
2196,VZ16pN,35-44 years old,Male, On the go
2197,VZ16pN,35-44 years old,Male, At a cafe
2198,jB9VDY,25-34 years old,Female, At home
2199,bl4J97,25-34 years old,Male, At home
2200,6dQEb5,55-64 years old,Female, At home
2201,0EjWrQ,25-34 years old,Male, At home
2202,ZdRBOV,18-24 years old,Female, At home
2203,ZdRBOV,18-24 years old,Female, On the go
2204,MAdxeE,35-44 years old,Male, At home
2205,VZ16p6,35-44 years old,Male, At home
2206,lNlEBX,25-34 years old,Male, At home
2207,lNlEBX,25-34 years old,Male, At the office
2208,lNlEBX,25-34 years old,Male, On the go
2209,lNlEBX,25-34 years old,Male, At a cafe
2210,dY2eLN,35-44 years old,Male, At home
2211,Albe1W,55-64 years old,Male, At home
2212,1r2o1L,35-44 years old,Male, At home
2213,1r2o1L,35-44 years old,Male, At a cafe
2214,VZ16G6,35-44 years old,Male, At home
2215,VZ16G6,35-44 years old,Male, At the office
2216,zKQ6YM,25-34 years old,Male, At home
2217,zKQ6YM,25-34 years old,Male, At a cafe
2218,BGbRde,45-54 years old,Female, At home
2219,BGbRde,45-54 years old,Female, At the office
2220,LdMLA2,25-34 years old,Male, At home
2221,LdMLA2,25-34 years old,Male, At the office
2222,42NbKA,18-24 years old,Male, At home
2223,42NbKA,18-24 years old,Male, On the go
2224,42NbKA,18-24 years old,Male, At a cafe
2225,lNlEbV,>65 years old,Female, At home
2226,pLP2rP,>65 years old,Female, At home
2227,DVv6rp,18-24 years old,Male, At home
2228,lNlko6,35-44 years old,Other (please specify), At home
2229,eBxW1o,45-54 years old,Male, At home
2230,eBxW1o,45-54 years old,Male, At the office
2231,eBxW1o,45-54 years old,Male, On the go
2232,eBxW1o,45-54 years old,Male, At a cafe
2233,VZ16El,18-24 years old,Male, At home
2234,VZ16El,18-24 years old,Male, At a cafe
2235,BGbWPY,35-44 years old,Male, At home
2236,BGbWPY,35-44 years old,Male, At a cafe
2237,AlbX7o,35-44 years old,Female, At home
2238,oAVLrM,18-24 years old,Male, At home
2239,oAVLrM,18-24 years old,Male, At the office
2240,oAVLrM,18-24 years old,Male, On the go
2241,oAVLrM,18-24 years old,Male, At a cafe
2242,1r2aW4,35-44 years old,Male, At home
2243,1r2aW4,35-44 years old,Male, At a cafe
2244,RzB9Kv,25-34 years old,Male, At home
2245,1r2oqO,35-44 years old,Male, At home
2246,42NbKr,25-34 years old,Male, At home
2247,42NbKr,25-34 years old,Male, At the office
2248,42NbKr,25-34 years old,Male, On the go
2249,24x6PD,25-34 years old,Female, At home
2250,OABNlM,18-24 years old,Male, At home
2251,OABNlM,18-24 years old,Male, At the office
2252,8dp47Y,18-24 years old,Male, At home
2253,8dp47Y,18-24 years old,Male, At a cafe
2254,RzB9WQ,35-44 years old,Female, At home
2255,jB9VZ1,35-44 years old,Male, At home
2256,jB9VZ1,35-44 years old,Male, At a cafe
2257,oAVj2b,35-44 years old,Male, At home
2258,oAVj2b,35-44 years old,Male, At the office
2259,oAVj2b,35-44 years old,Male, On the go
2260,oAVj2b,35-44 years old,Male, At a cafe
2261,jB9VlQ,25-34 years old,Female, At home
2262,jB9VlQ,25-34 years old,Female, At a cafe
2263,GrBA2z,35-44 years old,Male, At home
2264,GrBA2z,35-44 years old,Male, On the go
2265,9dJKQ5,25-34 years old,Male, At home
2266,aBrMdX,18-24 years old,Male, At home
2267,EPbOWB,25-34 years old,Male, At home
2268,EPbOWB,25-34 years old,Male, At a cafe
2269,OABNQk,25-34 years old,Female, At home
2270,dY2yEV,55-64 years old,Female, At home
2271,vNx9Yl,35-44 years old,Male, At home
2272,vNx9Yl,35-44 years old,Male, At the office
2273,dY2yWD,25-34 years old,Female, At home
2274,dY2yWD,25-34 years old,Female, At a cafe
2275,bl4J50,25-34 years old,Male, At home
2276,bl4J50,25-34 years old,Male, At a cafe
2277,WAp7OL,25-34 years old,Male, At home
2278,WAp7OL,25-34 years old,Male, At the office
2279,zKQ6yk,25-34 years old,Male, At home
2280,zKQ6yk,25-34 years old,Male, At the office
2281,zKQ6yk,25-34 years old,Male, At a cafe
2282,DVvGKE,25-34 years old,Female, At home
2283,YZzlN6,25-34 years old,Female, At home
2284,YZzlN6,25-34 years old,Female, On the go
2285,YZzlN6,25-34 years old,Female, At a cafe
2286,zKQ6Ng,25-34 years old,Male, At home
2287,zKQ6Ng,25-34 years old,Male, At a cafe
2288,pLP2ey,35-44 years old,Female, At home
2289,KMBjeD,25-34 years old,Male, At home
2290,KMBjeD,25-34 years old,Male, At the office
2291,KMBjeD,25-34 years old,Male, On the go
2292,KMBjeD,25-34 years old,Male, At a cafe
2293,KMBjzD,18-24 years old,Male, At a cafe
2294,5dqAKb,25-34 years old,Male, At home
2295,5dqAKb,25-34 years old,Male, At the office
2296,vNx9eg,25-34 years old,Non-binary, At home
2297,vNx9eg,25-34 years old,Non-binary, At the office
2298,vNx9eg,25-34 years old,Non-binary, On the go
2299,aBrM4Z,25-34 years old,Male, At home
2300,aBrM4Z,25-34 years old,Male, At the office
2301,EPb74L,25-34 years old,Male, At home
2302,EPb74L,25-34 years old,Male, At the office
2303,PABq91,25-34 years old,Male, At home
2304,RzB9oK,25-34 years old,Male, At home
2305,RzB9oK,25-34 years old,Male, At a cafe
2306,jB9Vb1,25-34 years old,Female, At home
2307,jB9Vb1,25-34 years old,Female, At the office
2308,jB9Vb1,25-34 years old,Female, On the go
2309,qbE12k,45-54 years old,Female, At home
2310,J2k4dX,55-64 years old,Male, At home
2311,J2k4dX,55-64 years old,Male, At the office
2312,zKQ6DM,35-44 years old,Female, At home
2313,7d9kl6,25-34 years old,Male, At home
2314,7d9kl6,25-34 years old,Male, At the office
2315,8dplQz,55-64 years old,Male, At home
2316,QABQeY,25-34 years old,Female, None of these
2317,6dQB8o,25-34 years old,Female, At home
2318,6dQB8o,25-34 years old,Female, At the office
2319,6dQB8o,25-34 years old,Female, On the go
2320,MAdxEk,35-44 years old,Male, At home
2321,MAdxEk,35-44 years old,Male, At a cafe
2322,6dQB7J,25-34 years old,Male, On the go
2323,9dJK9E,35-44 years old,Male, At home
2324,XeBb0L,18-24 years old,Female, At home
2325,AlbX2y,25-34 years old,Female, At home
2326,QABQ5G,25-34 years old,Female, At home
2327,QABQ5G,25-34 years old,Female, At a cafe
2328,GrBPdk,25-34 years old,Male, At home
2329,GrBPdk,25-34 years old,Male, At a cafe
2330,kYRPEo,35-44 years old,Male, At home
2331,kYRPEo,35-44 years old,Male, At a cafe
2332,VZ165y,35-44 years old,Male, At home
2333,7d9kWR,35-44 years old,Male, At home
2334,xdNWMd,25-34 years old,Male, At home
2335,xdNWMd,25-34 years old,Male, On the go
2336,xdNWMd,25-34 years old,Male, At a cafe
2337,24x6jM,35-44 years old,Male, On the go
2338,DVvGkl,25-34 years old,Male, At home
2339,DVvGkl,25-34 years old,Male, At a cafe
2340,7d9kx0,25-34 years old,Female, At home
2341,aBrMYb,25-34 years old,Male, At the office
2342,aBrMYb,25-34 years old,Male, On the go
2343,XeBboP,35-44 years old,Male, At home
2344,XeBboP,35-44 years old,Male, At the office
2345,XeBboP,35-44 years old,Male, On the go
2346,oAVj9N,35-44 years old,Male, At home
2347,lNlEeo,35-44 years old,Female, At home
2348,LdM2zJ,45-54 years old,Male, At home
2349,YZzARv,25-34 years old,Male, At home
2350,bl4Je6,25-34 years old,Female, At the office
2351,bl4Je6,25-34 years old,Female, On the go
2352,lNlEOo,25-34 years old,Female, At the office
2353,rlrZDX,>65 years old,Male, At home
2354,rlrZDX,>65 years old,Male, At the office
2355,g5NoGD,35-44 years old,Female, At home
2356,g5NoGD,35-44 years old,Female, At the office
2357,dY2yar,35-44 years old,Male, At home
2358,dY2yar,35-44 years old,Male, At the office
2359,dY2yar,35-44 years old,Male, On the go
2360,dY2yar,35-44 years old,Male, At a cafe
2361,PABqj0,35-44 years old,Male, At home
2362,PABqj0,35-44 years old,Male, At the office
2363,PABqj0,35-44 years old,Male, On the go
2364,42Nb7r,35-44 years old,Male, At home
2365,VZ16zM,45-54 years old,Male, At home
2366,8dplzr,35-44 years old,Male, At the office
2367,g5N6RK,35-44 years old,Non-binary, At home
2368,g5N6RK,35-44 years old,Non-binary, At a cafe
2369,EPbO52,35-44 years old,Male, At home
2370,g5NoqP,25-34 years old,Female, At home
2371,g5NoqP,25-34 years old,Female, At the office
2372,g5NoqP,25-34 years old,Female, On the go
2373,g5NoqP,25-34 years old,Female, At a cafe
2374,KMBj1X,35-44 years old,Male, At home
2375,KMBj1X,35-44 years old,Male, At the office
2376,jB9VQJ,25-34 years old,Male, At home
2377,jB9VQJ,25-34 years old,Male, At the office
2378,jB9VQJ,25-34 years old,Male, On the go
2379,jB9VQJ,25-34 years old,Male, At a cafe
2380,24xGMA,25-34 years old,Female, At a cafe
2381,6dQBLN,25-34 years old,Male, At home
2382,xdNWav,25-34 years old,Male, At home
2383,ylqaYX,18-24 years old,Male, At home
2384,ylqaYX,18-24 years old,Male, At a cafe
2385,KMBjVX,25-34 years old,Male, At home
2386,KMBjVX,25-34 years old,Male, At the office
2387,KMBjVX,25-34 years old,Male, On the go
2388,KMBjVX,25-34 years old,Male, At a cafe
2389,8dplKP,25-34 years old,Female, At home
2390,8dplKP,25-34 years old,Female, At the office
2391,oAVjb5,25-34 years old,Male, At home
2392,oAVjb5,25-34 years old,Male, At the office
2393,rlrZao,45-54 years old,Female, At home
2394,EPbOQr,35-44 years old,Male, At home
2395,OABN1k,25-34 years old,Female, At home
2396,OABN1k,25-34 years old,Female, At the office
2397,WAp75v,35-44 years old,Male, At home
2398,QABQVX,25-34 years old,Male, At home
2399,QABQVX,25-34 years old,Male, At the office
2400,OABMOp,25-34 years old,Male, At home
2401,OABMOp,25-34 years old,Male, At the office
2402,VZ1ORl,55-64 years old,Female, At home
2403,oAVj65,25-34 years old,Male, At home
2404,oAVj65,25-34 years old,Male, On the go
2405,oAVj65,25-34 years old,Male, At a cafe
2406,YZzlE0,25-34 years old,Male, At home
2407,rlrZA2,25-34 years old,Male, At home
2408,ylqa28,35-44 years old,Male, At home
2409,OABNQM,25-34 years old,Female, At home
2410,OABNQM,25-34 years old,Female, At the office
2411,OABNQM,25-34 years old,Female, At a cafe
2412,6dQBjA,25-34 years old,Male, At home
2413,6dQBjA,25-34 years old,Male, At the office
2414,BGbRxR,55-64 years old,Female, At home
2415,xdNWDd,45-54 years old,Male, At home
2416,xdNWDd,45-54 years old,Male, On the go
2417,pLPplE,25-34 years old,Female, At the office
2418,eBxXZJ,45-54 years old,Male, At home
2419,eBxXZJ,45-54 years old,Male, At a cafe
2420,BGbR7R,25-34 years old,Female, At home
2421,BGbR7R,25-34 years old,Female, At the office
2422,EPbOxB,25-34 years old,Male, At home
2423,EPbOxB,25-34 years old,Male, At the office
2424,EPbOxB,25-34 years old,Male, On the go
2425,qbElA9,25-34 years old,Female, At home
2426,qbElA9,25-34 years old,Female, At the office
2427,0EjW6B,18-24 years old,Male, At home
2428,0EjW6B,18-24 years old,Male, At the office
2429,0EjW6B,18-24 years old,Male, At a cafe
2430,xdNWx9,<18 years old,Male, At home
2431,xdNWx9,<18 years old,Male, At the office
2432,xdNWx9,<18 years old,Male, On the go
2433,xdNWx9,<18 years old,Male, At a cafe
2434,PABJad,25-34 years old,Female, At home
2435,PABJad,25-34 years old,Female, At a cafe
2436,BGbRpe,25-34 years old,Male, At home
2437,WAp7Ee,35-44 years old,Female, At home
2438,DVvGdN,35-44 years old,Male, At home
2439,EPbOqA,25-34 years old,Female, At home
2440,EPbOqA,25-34 years old,Female, At the office
2441,EPbOqA,25-34 years old,Female, On the go
2442,42NbXo,35-44 years old,Male, At home
2443,42NbXo,35-44 years old,Male, At the office
2444,42NbXo,35-44 years old,Male, On the go
2445,42NbXo,35-44 years old,Male, At a cafe
2446,qbElDO,25-34 years old,Male, At home
2447,qbElDO,25-34 years old,Male, At the office
2448,qbElDO,25-34 years old,Male, On the go
2449,qbElDO,25-34 years old,Male, At a cafe
2450,kYRBDj,45-54 years old,Female, At home
2451,lNlkJp,>65 years old,Female, At home
2452,24x68b,35-44 years old,Prefer not to say, At home
2453,VZ16j6,25-34 years old,Male, At home
2454,1r2aA4,45-54 years old,Female, At home
2455,xdNWa5,25-34 years old,Male, At home
2456,xdNWa5,25-34 years old,Male, At the office
2457,xdNWa5,25-34 years old,Male, On the go
2458,xdNWa5,25-34 years old,Male, At a cafe
2459,8dplNk,25-34 years old,Male, At home
2460,8dplNk,25-34 years old,Male, At the office
2461,8dplNk,25-34 years old,Male, On the go
2462,BGbRXK,35-44 years old,Male, At home
2463,J2k4AK,25-34 years old,Male, At home
2464,NABZWj,25-34 years old,Male, At home
2465,NABZWj,25-34 years old,Male, At a cafe
2466,1r2a91,25-34 years old,Male, At the office
2467,1r2a91,25-34 years old,Male, On the go
2468,42NbB5,25-34 years old,Male, At home
2469,42NbB5,25-34 years old,Male, On the go
2470,aBrM5Z,35-44 years old,Female, At home
2471,aBrM5Z,35-44 years old,Female, At the office
2472,aBrM5Z,35-44 years old,Female, At a cafe
2473,0EjRN0,25-34 years old,Male, At home
2474,oAVjDN,35-44 years old,Male, At home
2475,oAVjDN,35-44 years old,Male, At the office
2476,pLP2dP,45-54 years old,Male, At home
2477,VZ16Qj,55-64 years old,Female, At home
2478,PABJa0,25-34 years old,Male, At home
2479,PABJa0,25-34 years old,Male, At the office
2480,g5N6yK,25-34 years old,Male, At home
2481,g5N6yK,25-34 years old,Male, At the office
2482,NABZl0,35-44 years old,Male, At home
2483,AlbXve,35-44 years old,Male, At home
2484,GrBP6O,35-44 years old,Male, At home
2485,GrBP6O,35-44 years old,Male, At the office
2486,GrBP6O,35-44 years old,Male, On the go
2487,GrBP6O,35-44 years old,Male, At a cafe
2488,NABZoO,35-44 years old,Male, At home
2489,NABZoO,35-44 years old,Male, At the office
2490,NABZoO,35-44 years old,Male, On the go
2491,NABZoO,35-44 years old,Male, At a cafe
2492,lNlErN,25-34 years old,Female, At home
2493,lNlErN,25-34 years old,Female, At the office
2494,lNlErN,25-34 years old,Female, At a cafe
2495,42NbxA,35-44 years old,Female, At home
2496,42NbxA,35-44 years old,Female, On the go
2497,OABN7a,45-54 years old,Female, On the go
2498,DVvGBE,25-34 years old,Female, At home
2499,DVvGBE,25-34 years old,Female, On the go
2500,LdMLRO,25-34 years old,Female, At the office
2501,LdMLRO,25-34 years old,Female, On the go
2502,LdMLRO,25-34 years old,Female, At a cafe
2503,6dQBeN,45-54 years old,Male, At home
