,medalist_name,medal,country_medal,date_of_birth,place_of_birth,lat,lon,sex_or_gender,event_name,event_part_of_sport
595,Jessica Roberts,bronze,United Kingdom,1999-04-11,Carmarthen,51.85694444,-4.316388889,female,cycling women's team pursuit,cycle sport
596,Thomas Pidcock,gold,United Kingdom,1999-07-30,Leeds,53.7975,-1.543611111,male,cycling men's cross-country,cycle sport
597,Victor Koretzky,silver,France,1994-08-26,Béziers,43.34333333,3.216111111,male,cycling men's cross-country,cycle sport
598,Alan Hatherly,bronze,South Africa,1996-05-03,Durban,-29.85833333,31.025,male,cycling men's cross-country,cycle sport
599,Pauline Ferrand-Prévot,gold,France,1992-02-10,Reims,49.26527778,4.028611111,female,cycling women's cross-country,cycle sport
600,Haley Batten,silver,United States of America,1998-09-19,Park City,40.65944444,-111.4997222,female,cycling women's cross-country,cycle sport
601,Jenny Rissveds,bronze,Sweden,1994-06-06,Falun,60.60273671,15.65606382,female,cycling women's cross-country,cycle sport
602,Joris Daudet,gold,France,1991-02-12,Saintes,45.74527778,-0.634444444,male,cycling at the 2020 Summer Olympics – men's BMX race,cycle sport
603,Sylvain André,silver,France,1992-10-14,Cavaillon,43.83666667,5.037222222,male,cycling at the 2020 Summer Olympics – men's BMX race,cycle sport
604,Romain Mahieu,bronze,France,1995-02-17,Lille,50.63194444,3.0575,male,cycling at the 2020 Summer Olympics – men's BMX race,cycle sport
605,Saya Sakakibara,gold,Australia,1999-08-23,Gold Coast,-28.01666667,153.4,female,cycling women's BMX race,cycle sport
606,Manon Veenstra,silver,Netherlands,1998-07-06,Zwolle,52.51666667,6.1,female,cycling women's BMX race,cycle sport
607,Zoé Claessens,bronze,Switzerland,2001-04-28,Echichens,46.53333333,6.5,female,cycling women's BMX race,cycle sport
608,José Augusto Torres Gil,gold,Argentina,1995-03-28,Santa Cruz de la Sierra,-17.78916667,-63.1975,male,cycling men's BMX freestyle,cycle sport
609,Kieran Reilly,silver,United Kingdom,2001-07-12,Newcastle upon Tyne,54.97777778,-1.613333333,male,cycling men's BMX freestyle,cycle sport
610,Anthony Jeanjean,bronze,France,1998-05-13,Béziers,43.34333333,3.216111111,male,cycling men's BMX freestyle,cycle sport
611,Deng Yawen,gold,People's Republic of China,2005-10-17,Luzhou,28.89182,105.44093,female,cycling women's BMX freestyle,cycle sport
612,Perris Benegas,silver,United States of America,1995-07-22,Reno,39.52611111,-119.8126667,female,cycling women's BMX freestyle,cycle sport
613,Natalya Diehm,bronze,Australia,1997-09-23,Gladstone,-23.84361111,151.2519444,female,cycling women's BMX freestyle,cycle sport
614,Xie Siyi,gold,People's Republic of China,1996-03-28,Shantou,23.35388889,116.6822222,male,Diving Men's 3 metre springboard,diving
615,Wang Zongyuan,silver,People's Republic of China,2001-10-24,Xiangyang,32.06536,112.15307,male,Diving Men's 3 metre springboard,diving
616,Osmar Olvera,bronze,Mexico,2004-06-05,Mexico City,19.41944444,-99.14555556,male,Diving Men's 3 metre springboard,diving
617,Cao Yuan,gold,People's Republic of China,1995-02-07,Beijing,39.90403,116.407526,male,Diving Men's 10 metre platform,diving
618,Rikuto Tamai,silver,Japan,2006-09-11,Takarazuka,34.8,135.3603056,male,Diving Men's 10 metre platform,diving
619,Noah Williams,bronze,United Kingdom,2000-05-15,London,51.50722222,-0.1275,male,Diving Men's 10 metre platform,diving
620,Wang Zongyuan,gold,People's Republic of China,2001-10-24,Xiangyang,32.06536,112.15307,male,Diving Men's synchronized 3 metre springboard,diving
621,Long Daoyi,gold,People's Republic of China,2003-03-06,Rongjiang County,25.93284,108.51649,male,Diving Men's synchronized 3 metre springboard,diving
622,Juan Celaya,silver,Mexico,1998-09-01,San Nicolás de los Garza,25.75,-100.2833333,male,Diving Men's synchronized 3 metre springboard,diving
623,Osmar Olvera,silver,Mexico,2004-06-05,Mexico City,19.41944444,-99.14555556,male,Diving Men's synchronized 3 metre springboard,diving
624,Anthony Harding,bronze,United Kingdom,2000-06-30,Ashton-under-Lyne,53.4941,-2.1032,male,Diving Men's synchronized 3 metre springboard,diving
625,Jack Laugher,bronze,United Kingdom,1995-01-30,Harrogate,53.99194444,-1.537777778,male,Diving Men's synchronized 3 metre springboard,diving
626,Yang Hao,gold,People's Republic of China,1998-02-03,Shiping County,23.71565,102.48556,male,Diving Men's synchronized 10 metre platform,diving
627,Lian Junjie,gold,People's Republic of China,2000-11-03,Wuzhou,23.483333,111.316667,male,Diving Men's synchronized 10 metre platform,diving
628,Tom Daley,silver,United Kingdom,1994-05-21,Plymouth,50.37138889,-4.142222222,male,Diving Men's synchronized 10 metre platform,diving
629,Noah Williams,silver,United Kingdom,2000-05-15,London,51.50722222,-0.1275,male,Diving Men's synchronized 10 metre platform,diving
630,Rylan Wiens,bronze,Canada,2002-01-02,Calgary,51.05,-114.0666667,male,Diving Men's synchronized 10 metre platform,diving
631,Nathan Zsombor-Murray,bronze,Canada,2003-04-28,Montreal,45.50888889,-73.56166667,male,Diving Men's synchronized 10 metre platform,diving
632,Chen Yiwen,gold,People's Republic of China,1999-06-15,Haikou,20.02,110.32,female,Diving Women's 3 metre springboard,diving
633,Maddison Keeney,silver,Australia,1996-05-23,Sydney,-33.86777778,151.21,female,Diving Women's 3 metre springboard,diving
634,Chang Yani,bronze,People's Republic of China,2001-12-07,Xiantao City,30.38333333,113.4,female,Diving Women's 3 metre springboard,diving
635,Quan Hongchan,gold,People's Republic of China,2007-03-28,Zhanjiang,21.196667,110.403056,female,Diving Women's 10 metre platform,diving
636,Chen Yuxi,silver,People's Republic of China,2005-09-11,Shanghai,31.16666667,121.4666667,female,Diving Women's 10 metre platform,diving
637,Kim Mi-rae,bronze,North Korea,2001-04-07,Pyongyang,39.01666667,125.7475,female,Diving Women's 10 metre platform,diving
638,Chen Yiwen,gold,People's Republic of China,1999-06-15,Haikou,20.02,110.32,female,diving Women's synchronized 3 metre springboard,diving
639,Chang Yani,gold,People's Republic of China,2001-12-07,Xiantao City,30.38333333,113.4,female,diving Women's synchronized 3 metre springboard,diving
640,Sarah Bacon,silver,United States of America,1996-09-20,Indianapolis,39.76861111,-86.15805556,female,diving Women's synchronized 3 metre springboard,diving
641,Kassidy Cook,silver,United States of America,1995-05-09,Plantation,26.12444444,-80.24944444,female,diving Women's synchronized 3 metre springboard,diving
642,Yasmin Harper,bronze,United Kingdom,2000-07-28,Chester,53.2,-2.883333333,female,diving Women's synchronized 3 metre springboard,diving
643,Scarlett Mew Jensen,bronze,United Kingdom,2001-12-31,London Borough of Hackney,51.54472222,-0.0575,female,diving Women's synchronized 3 metre springboard,diving
644,Chen Yuxi,gold,People's Republic of China,2005-09-11,Shanghai,31.16666667,121.4666667,female,Diving Women's synchronized 10 metre platform,diving
645,Quan Hongchan,gold,People's Republic of China,2007-03-28,Zhanjiang,21.196667,110.403056,female,Diving Women's synchronized 10 metre platform,diving
646,Kim Mi-rae,silver,North Korea,2001-04-07,Pyongyang,39.01666667,125.7475,female,Diving Women's synchronized 10 metre platform,diving
647,Jo Jin-Mi,silver,North Korea,2004-11-15,Unknown,,,female,Diving Women's synchronized 10 metre platform,diving
648,Andrea Spendolini-Sirieix,bronze,United Kingdom,2004-09-11,London,51.50722222,-0.1275,female,Diving Women's synchronized 10 metre platform,diving
649,Lois Toulson,bronze,United Kingdom,1999-09-26,Huddersfield,53.645,-1.779722222,female,Diving Women's synchronized 10 metre platform,diving
650,Jessica von Bredow-Werndl,gold,Germany,1986-02-16,Rosenheim,47.85611111,12.12888889,female,equestrian individual dressage,equestrian sport
651,Isabell Werth,silver,Germany,1969-07-21,Issum,51.53888889,6.423611111,female,equestrian individual dressage,equestrian sport
652,Charlotte Fry,bronze,United Kingdom,1996-01-01,Kent,51.19,0.73,female,equestrian individual dressage,equestrian sport
653,Frederic Wandres,gold,Germany,1987-03-25,Kehl,48.57111111,7.808888889,male,equestrian team dressage,equestrian sport
654,Isabell Werth,gold,Germany,1969-07-21,Issum,51.53888889,6.423611111,female,equestrian team dressage,equestrian sport
655,Jessica von Bredow-Werndl,gold,Germany,1986-02-16,Rosenheim,47.85611111,12.12888889,female,equestrian team dressage,equestrian sport
656,Daniel Bachmann Andersen,silver,Denmark,1990-06-01,Sønderborg,54.91138889,9.786666667,male,equestrian team dressage,equestrian sport
657,Nanna Skodborg Merrald,silver,Denmark,1993-10-08,Kirke Hvalsø,55.5917,11.8622,female,equestrian team dressage,equestrian sport
658,Cathrine Dufour,silver,Denmark,1992-01-02,Kirke Hvalsø,55.5917,11.8622,female,equestrian team dressage,equestrian sport
659,Becky Moody,bronze,United Kingdom,,Northern Ireland,54.6075,-6.6925,female,equestrian team dressage,equestrian sport
660,Carl Hester,bronze,United Kingdom,1967-06-29,Sark,49.43305556,-2.360833333,male,equestrian team dressage,equestrian sport
661,Charlotte Fry,bronze,United Kingdom,1996-01-01,Kent,51.19,0.73,female,equestrian team dressage,equestrian sport
662,Michael Jung,gold,Germany,1982-07-31,Bad Soden am Taunus,50.14243056,8.499722222,male,equestrian individual eventing,equestrian sport
663,Chris Burton,silver,Australia,1981-11-22,Toowoomba,-27.55,151.95,male,equestrian individual eventing,equestrian sport
664,Laura Collett,bronze,United Kingdom,1989-08-31,Royal Leamington Spa,52.29194444,-1.535833333,female,equestrian individual eventing,equestrian sport
665,Rosalind Canter,gold,United Kingdom,1986-01-13,Hallington,53.3514,-0.042562,female,equestrian team eventing,equestrian sport
666,Tom McEwen,gold,United Kingdom,1991-05-10,London,51.50722222,-0.1275,male,equestrian team eventing,equestrian sport
667,Laura Collett,gold,United Kingdom,1989-08-31,Royal Leamington Spa,52.29194444,-1.535833333,female,equestrian team eventing,equestrian sport
668,Nicolas Touzaint,silver,France,1980-05-10,Angers,47.47277778,-0.555555556,male,equestrian team eventing,equestrian sport
669,Karim Laghouag,silver,France,1975-08-04,Roubaix,50.69,3.181666667,male,equestrian team eventing,equestrian sport
670,Stéphane Landois,silver,France,1994-06-03,Nantes,47.21722222,-1.553888889,male,equestrian team eventing,equestrian sport
671,Toshiyuki Tanaka,bronze,Japan,1985-02-02,Fukuoka,33.59,130.4016667,male,equestrian team eventing,equestrian sport
672,Kazuma Tomoto,bronze,Japan,1983-06-05,Motosu,35.483,136.6786389,male,equestrian team eventing,equestrian sport
673,Yoshiaki Ōiwa,bronze,Japan,1976-07-19,Nagoya,35.18138889,136.9063889,male,equestrian team eventing,equestrian sport
674,Ryuzo Kitajima,bronze,Japan,1985-10-23,Kobe,34.69016667,135.1954444,male,equestrian team eventing,equestrian sport
675,Christian Kukuk,gold,Germany,1990-03-04,Warendorf,51.95388889,7.993333333,male,equestrian individual jumping,equestrian sport
676,Steve Guerdat,silver,Switzerland,1982-06-10,Bassecourt,47.35,7.233333333,male,equestrian individual jumping,equestrian sport
677,Maikel van der Vleuten,bronze,Netherlands,1988-02-10,Geldrop-Mierlo,51.4336,5.5881,male,equestrian individual jumping,equestrian sport
678,Ben Maher,gold,United Kingdom,1983-01-30,London Borough of Enfield,51.65472222,-0.079722222,male,equestrian team jumping,equestrian sport
679,Harry Charles,gold,United Kingdom,1999-07-15,Alton,51.1498,-0.9769,male,equestrian team jumping,equestrian sport
680,Scott Brash,gold,United Kingdom,1985-12-05,Edinburgh,55.95333333,-3.189166667,male,equestrian team jumping,equestrian sport
681,Laura Kraut,silver,United States of America,1965-11-14,Camden,34.25916667,-80.60916667,female,equestrian team jumping,equestrian sport
682,Kaley Cuoco,silver,United States of America,1985-11-30,Camarillo,34.22555556,-119.0322222,female,equestrian team jumping,equestrian sport
683,McLain Ward,silver,United States of America,1975-10-17,Brewster,41.3961,-73.6158,male,equestrian team jumping,equestrian sport
684,Simon Delestre,bronze,France,1981-06-21,Metz,49.11972222,6.176944444,male,equestrian team jumping,equestrian sport
685,Julien Épaillard,bronze,France,1977-07-24,Cherbourg,49.63333333,-1.6,male,equestrian team jumping,equestrian sport
686,Koki Kano,gold,Japan,1997-12-19,Aichi Prefecture,35.18016667,136.9064167,male,fencing men's épée,fencing
687,Yannick Borel,silver,France,1988-11-05,Pointe-à-Pitre,16.24111111,-61.53305556,male,fencing men's épée,fencing
688,Mohamed El-Sayed,bronze,Egypt,2003-03-03,Cairo,30.04444444,31.23583333,male,fencing men's épée,fencing
689,Máté Tamás Koch,gold,Hungary,1999-07-18,Budapest,47.49833333,19.04083333,male,fencing men's team épée,fencing
690,Tibor Andrásfi,gold,Hungary,1999-12-10,Budapest,47.49833333,19.04083333,male,fencing men's team épée,fencing
691,Gergely Siklósi,gold,Hungary,1997-09-04,Tapolca,46.88277778,17.44111111,male,fencing men's team épée,fencing
692,Akira Komata,silver,Japan,1998-01-31,Niigata Prefecture,37.90247222,139.0231667,male,fencing men's team épée,fencing
693,Koki Kano,silver,Japan,1997-12-19,Aichi Prefecture,35.18016667,136.9064167,male,fencing men's team épée,fencing
694,Masaru Yamada,silver,Japan,1994-06-14,Toba,34.48133333,136.8434167,male,fencing men's team épée,fencing
695,Kazuyasu Minobe,silver,Japan,1987-07-15,Echizen,35.9035,136.16875,male,fencing men's team épée,fencing
696,Jiří Beran,bronze,Czech Republic,1982-01-18,Prague 2,50.07416667,14.44277778,male,fencing men's team épée,fencing
697,Jakub Jurka,bronze,Czech Republic,1999-06-13,Olomouc,49.59388889,17.25083333,male,fencing men's team épée,fencing
698,Martin Rubeš,bronze,Czech Republic,1996-09-16,Karlovy Vary,50.23055556,12.8725,male,fencing men's team épée,fencing
699,Michal Čupr,bronze,Czech Republic,1991-12-23,Ústí nad Labem,50.65916667,14.04166667,male,fencing men's team épée,fencing
700,Cheung Ka-long,gold,Hong Kong,1997-06-10,British Hong Kong,22.28,114.16,male,fencing men's foil,fencing
701,Filippo Macchi,silver,Italy,2001-09-19,Pontedera,43.6625,10.63277778,male,fencing men's foil,fencing
702,Nick Itkin,bronze,United States of America,1999-10-09,Los Angeles,34.05223,-118.24368,male,fencing men's foil,fencing
703,Kyosuke Matsuyama,gold,Japan,1996-12-19,Tokyo,35.68944444,139.6916667,male,fencing men's team foil,fencing
704,Takahiro Shikine,gold,Japan,1997-12-07,Ōita,33.23955556,131.6093611,male,fencing men's team foil,fencing
705,Yudai Nagano,gold,Japan,1998-10-15,Ibaraki Prefecture,36.34172222,140.4468333,male,fencing men's team foil,fencing
706,Guillaume Bianchi,silver,Italy,1997-07-30,Rome,41.89305556,12.48277778,male,fencing men's team foil,fencing
707,Filippo Macchi,silver,Italy,2001-09-19,Pontedera,43.6625,10.63277778,male,fencing men's team foil,fencing
708,Tommaso Marini,silver,Italy,2000-04-17,Ancona,43.61666667,13.51666667,male,fencing men's team foil,fencing
709,Alessio Foconi,silver,Italy,1989-11-22,Rome,41.89305556,12.48277778,male,fencing men's team foil,fencing
710,Maximilien Chastanet,bronze,France,1996-03-15,Le Havre,49.49416667,0.108055556,male,fencing men's team foil,fencing
711,Maxime Pauty,bronze,France,1993-06-20,Clamart,48.80083333,2.261944444,male,fencing men's team foil,fencing
712,Enzo Lefort,bronze,France,1991-09-29,Cayenne,4.938611111,-52.335,male,fencing men's team foil,fencing
713,Julien Mertine,bronze,France,1988-06-25,Saint-Germain-en-Laye,48.89638889,2.090555556,male,fencing men's team foil,fencing
714,Oh Sang-uk,gold,South Korea,1996-09-30,Daejeon,36.35,127.385,male,fencing men's sabre,fencing
715,Farès Ferjani,silver,Tunisia,1997-07-22,Tunis,36.80083333,10.18,male,fencing men's sabre,fencing
716,Luigi Samele,bronze,Italy,1987-07-25,Foggia,41.45845,15.55188,male,fencing men's sabre,fencing
717,Gu Bon-gil,gold,South Korea,1989-04-27,Seoul,37.56,126.99,male,fencing men's team sabre,fencing
718,Oh Sang-uk,gold,South Korea,1996-09-30,Daejeon,36.35,127.385,male,fencing men's team sabre,fencing
719,Park Sang-won,gold,South Korea,2000-09-14,Unknown,,,male,fencing men's team sabre,fencing
720,Do Gyeong-dong,gold,South Korea,1999-08-19,Daegu,35.87166667,128.6016667,male,fencing men's team sabre,fencing
721,Csanád Gémesi,silver,Hungary,1986-11-13,Gödöllő,47.6,19.36666667,male,fencing men's team sabre,fencing
722,András Szatmári,silver,Hungary,1993-02-03,Budapest,47.49833333,19.04083333,male,fencing men's team sabre,fencing
723,Áron Szilágyi,silver,Hungary,1990-01-14,Budapest,47.49833333,19.04083333,male,fencing men's team sabre,fencing
724,Maxime Pianfetti,bronze,France,1999-03-15,Tarbes,43.23277778,0.074444444,male,fencing men's team sabre,fencing
725,Boladé Apithy,bronze,France,1985-08-21,Dijon,47.32305556,5.041944444,male,fencing men's team sabre,fencing
726,Jean-Philippe Patrice,bronze,France,1997-03-12,Gémenos,43.29611111,5.626944444,male,fencing men's team sabre,fencing
727,Vivian Kong,gold,Hong Kong,1994-02-08,Hong Kong,22.27833333,114.1586111,female,fencing women's épée,fencing
728,Auriane Mallo-Breton,silver,France,1993-10-11,Lyon,45.75888889,4.841388889,female,fencing women's épée,fencing
729,Eszter Muhari,bronze,Hungary,2002-09-30,Budapest,47.49833333,19.04083333,female,fencing women's épée,fencing
730,Rossella Fiamingo,gold,Italy,1991-07-14,Catania,37.50266944,15.08726944,female,fencing women's team épée,fencing
731,Mara Navarria,gold,Italy,1985-07-18,Udine,46.06666667,13.23333333,female,fencing women's team épée,fencing
732,Giulia Rizzi,gold,Italy,1989-06-20,Udine,46.06666667,13.23333333,female,fencing women's team épée,fencing
733,Alberta Santuccio,gold,Italy,1994-10-22,Catania,37.50266944,15.08726944,female,fencing women's team épée,fencing
734,Marie-Florence Candassamy,silver,France,1991-02-26,Paris,48.85666667,2.352222222,female,fencing women's team épée,fencing
735,Alexandra Louis-Marie,silver,France,1996-03-03,Fort-de-France,14.6,-61.06666667,female,fencing women's team épée,fencing
736,Auriane Mallo-Breton,silver,France,1993-10-11,Lyon,45.75888889,4.841388889,female,fencing women's team épée,fencing
737,Coraline Vitalis,silver,France,1995-05-09,Pointe-à-Pitre,16.24111111,-61.53305556,female,fencing women's team épée,fencing
738,Aleksandra Zamachowska,bronze,Poland,1995-10-11,Kraków,50.06138889,19.93722222,female,fencing women's team épée,fencing
739,Renata Knapik,bronze,Poland,1988-07-15,Tarnów,50.0125,20.98833333,female,fencing women's team épée,fencing
740,Lee Kiefer,gold,United States of America,1994-06-15,Cleveland,41.48222222,-81.66972222,female,fencing women's foil,fencing
741,Lauren Scruggs,silver,United States of America,2003-01-27,Queens,40.70416667,-73.91777778,female,fencing women's foil,fencing
742,Eleanor Harvey,bronze,Canada,1995-01-14,Hamilton,43.25666667,-79.86916667,female,fencing women's foil,fencing
743,Jacqueline Dubrovich,gold,United States of America,1994-07-18,Paterson,40.91555556,-74.16305556,female,fencing women's team foil,fencing
